Product Id,Plant Id
FP3201P4695T,S1241
FP3201P4789T,S1241
FP3201P4790T,S1241
FP3201P4797T,S1241
FP3201P4845T,S1241
FP3201P4846T,S1241
FP3201P4847T,S1241
FP3201P4918T,S1241
FP3201P4919T,S1241
FP3201P4974T,S1241
FP3201P4976T,S1241
FP3201P4979T,S1241
FP3201P5020T,S1241
FP3201P5044T,S1241
FP3201P5118T,S1241
FP3201P5120T,S1241
FP3201P5211T,S1241
FP3201P5212T,S1241
FP3201P5213T,S1241
FP3201P5214T,S1241
FP3201P5310T,S1241
FP3201P5311T,S1241
FP3201P5312T,S1241
FP3201P5344T,S1241
FP3201P5345T,S1241
FP3201P5346T,S1241
FP3201P5347T,S1241
FP3201P5369T,S1241
FP3201P5427T,S1241
FP3201P5429T,S1241
FP3201P5430T,S1241
FP3201P5431T,S1241
FP3201P5450T,S1241
FP3201P5451T,S1241
FP3201P5452T,S1241
FP3201P5500T,S1241
FP3201P5501T,S1241
FP3201P5505T,S1241
FP3201P5517T,S1241
FP3201P5518T,S1241
FP3201P5651T,S1241
FP3201P5652T,S1241
FP3201P5653T,S1241
FP3201P5655T,S1241
FP3201P5657T,S1241
FP3201P5690T,S1241
FP3201P5691T,S1241
FP3201P5692T,S1241
FP3201P5693T,S1241
FP3201P5701T,S1241
FP3201P5702T,S1241
FP3201P5751T,S1241
FP3201P5778T,S1241
FP3201P5802T,S1241
FP3201P5804T,S1241
FP3201P5805T,S1241
FP3201P5849T,S1241
FP3201P5862T,S1241
FP3201P5863T,S1241
FP3201P5864T,S1241
FP3201P5869T,S1241
FP3201P5870T,S1241
FP3201P5874T,S1241
FP3201P5875T,S1241
FP3201P5882T,S1241
FP3201P5885T,S1241
FP3201P5887T,S1241
FP3201P5913T,S1241
FP3201P5931T,S1241
FP3201P5932T,S1241
FP3201P5948T,S1241
FP3201P5949T,S1242
FP3201P5956T,S1242
FP3201P5957T,S1242
FP3201P5967T,S1242
FP3201P5968T,S1242
FP3201P6014T,S1242
FP3201P6015T,S1242
FP3201P6021T,S1242
FP3201P6035T,S1242
FP3201P6055T,S1242
FP3201P6079T,S1242
FP3201P6080T,S1242
FP3201P6083T,S1242
FP3201P6087T,S1242
FP3201P6088T,S1242
FP3201P6112T,S1242
FP3201P6114T,S1242
FP3201P6115T,S1242
FP3201P6120T,S1242
FP3201P6121T,S1242
FP3201P6124T,S1242
FP3201P6127T,S1242
FP3201P6128T,S1242
FP3201P6129T,S1242
FP3201P6136T,S1242
FP3201P6141T,S1242
FP3201P6166T,S1242
FP3201P6167T,S1242
FP3201P6168T,S1242
FP3201P6169T,S1242
FP3201P6199T,S1242
FP3201P6212T,S1242
FP3201P6213T,S1242
FP3201P6214T,S1242
FP3201P6241T,S1242
FP3201P6337T,S1243
FP3201P6338T,S1243
FP3201P6339T,S1243
FP3201P6403T,S1243
FP3201P6405T,S1243
FP3201P6466T,S1243
FP3201P6557T,S1243
FP3201P6559T,S1243
FP3201P6634T,S1243
FP3201P6635T,S1243
FP3201P6636T,S1243
FP3201P6639T,S1243
FP3201P6651T,S1243
FP3201P6652T,S1243
FP3201P6667T,S1243
FP3201P6668T,S1243
FP3201P6669T,S1243
FP3201P6670T,S1243
FP3201P6735T,S1243
FP3201P6737T,S1243
FP3201P6738T,S1243
FP3201P6739T,S1243
FP3201P6740T,S1244
FP3201P6828T,S1244
FP3201P6834T,S1244
FP3201P6837T,S1244
FP3201P6838T,S1244
FP3201P6897T,S1244
FP3201P6898T,S1244
FP3201P6936T,S1244
FP3201P6957T,S1244
FP3201P7014T,S1244
FP3201P7048T,S1244
FP3201P7081T,S1244
FP3201P7083T,S1244
FP3201P7131T,S1244
FP3201P7132T,S1244
FP3201P7171T,S1244
FP3201P7201T,S1244
FP3201P7202T,S1244
FP3201P7211T,S1244
FP3201P7225T,S1244
FP3201P7226T,S1245
FP3201P7284T,S1245
FP3201P7291T,S1245
FP3201P7292T,S1245
FP3201P7293T,S1245
FP3201P7339T,S1245
FP3201P7340T,S1245
FP3201P7361T,S1245
FP3201P7362T,S1245
FP3201P7412T,S1245
FP3201P7608T,S1245
FP3201P7722T,S1245
FP3201P7724T,S1245
FP3201P7759T,S1245
FP3201P7760T,S1245
FP3201P7823T,S1245
FP3201P7996T,S1245
FP3201P7997T,S1245
FP3201P8087T,S1246
FP3201P8089T,S1246
FP3201P8091T,S1246
FP3201P8121T,S1246
FP3201P8122T,S1246
FP3201P8123T,S1246
FP3201P8146T,S1246
FP3201P8151T,S1246
FP3201P8181T,S1246
FP3201P8222T,S1246
FP3201P8283T,S1246
FP3201P8284T,S1246
FP3201P8287T,S1246
FP3201P8300T,S1246
FP3201P8307T,S1246
FP3201P8308T,S1246
FP3201P8313T,S1247
FP3201P8405T,S1247
FP3201P8406T,S1247
FP3201P8435T,S1247
FP3201P8442T,S1247
FP3201P8445T,S1247
FP3201P8593T,S1247
FP3201P8595T,S1247
FP3201P8649T,S1247
FP3201P8906T,S1247
FP3201P8981T,S1247
FP3201P8982T,S1247
FP3201P8994T,S1247
FP3201P8995T,S1247
FP3201P9129T,S1247
FP3201P9130T,S1247
FP3201P9161T,S1247
FP3201P9162T,S1247
FP3201P9166T,S1247
FP3201P9167T,S1247
FP3201P9204T,S1247
FP3201P9406T,S1247
FP3201P9423T,S1247
FP3201P9438T,S1247
FP3201P9482T,S1247
FP3201P9503T,S1247
FP3201P9581T,S1247
FP3201P9661T,S1247
FP3201P9735T,S1247
FP3201P9772T,S1247
FP3201P9781T,S1247
FP3201P9821T,S1248
FP3201P9822T,S1248
FP3201P9839T,S1248
FP3201P9840T,S1248
FP3201P9861T,S1248
FP3201P9862T,S1249
FP3201P9863T,S1249
FP3201P9926T,S1249
FP3201P9927T,S1249
FP3201P9929T,S1250
FP3202P0072T,S1250
FP3202P0291T,S1250
FP3202P0292T,S1250
FP3202P0293T,S1251
FP3202P0294T,S1251
FP3202P0391T,S1251
FP3202P0496T,S1251
FP3202P0498T,S1252
FP3202P0618T,S1252
FP3202P0716T,S1252
FP3202P0724T,S1252
FP3202P0727T,S1253
FP3202P1036T,S1253
FP3202P1037T,S1253
FP3202P1038T,S1253
FP3202P1039T,S1253
FP3202P1101T,S1253
FP3200P5433T,S1253
FP3200P5441T,S1253
FP3200P5442T,S1253
FP3200P5446T,S1253
FP3200P5448T,S1253
FP3200P5449T,S1253
FP3200P5464T,S1253
FP3200P5466T,S1251
FP3200P5476T,S1251
FP3200P5483T,S1251
FP3200P5511T,S1251
FP3200P5520T,S1249
FP3200P5521T,S1249
FP3200P5525T,S1249
FP3200P5526T,S1249
